id,date,shift,machine,location,loctype,dept,category,description,start,end,duration_hr,freq
d20250628-11,2025-06-28,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,09:42,09:49,0.12,1
d20250628-12,2025-06-28,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,10:29,10:35,0.1,1
d20250628-13,2025-06-28,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,11:05,11:10,0.08,1
d20250628-14,2025-06-28,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,12:01,12:05,0.07,1
d20250628-15,2025-06-28,Day,BWE2,A7,line,EE,CM,Trip Tension Min,12:25,14:58,2.55,1
d20250628-16,2025-06-28,Day,BWE2,BWE2,machine,Uncontrol,Rain,ดูท่าทีฝน,15:50,16:16,0.43,1
d20250628-17,2025-06-28,Day,BWE2,BWE2,machine,Uncontrol,Rain,ดูท่าทีฝน,16:45,17:19,0.57,1
d20250628-18,2025-06-28,Day,BWE2,BWE2,machine,OPT,Other,Clear track,17:50,17:58,0.13,1
d20250628-19,2025-06-28,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:40,19:08,0.47,1
d20250628-20,2025-06-28,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,19:25,19:37,0.2,1
d20250628-21,2025-06-28,Night,BWE2,BWE2,machine,OPT,Other,Clear track,20:25,20:28,0.05,1
d20250628-22,2025-06-28,Night,BWE2,BWE2,machine,OPT,Other,Clear track,20:45,20:47,0.03,1
d20250628-23,2025-06-28,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,21:29,21:31,0.03,1
d20250628-24,2025-06-28,Night,BWE2,SPD.A,spreader,CV,CM,SPD.A ตัดยางซ่อมร้อนรอย Splice สายพาน Discharge,22:33,23:51,1.3,1
d20250629-01,2025-06-29,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,00:24,01:09,0.75,1
d20250629-02,2025-06-29,Night,BWE2,BWE2,machine,OPT,Other,Clear track,01:43,01:46,0.05,1
d20250629-03,2025-06-29,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,02:01,02:13,0.2,1
d20250629-04,2025-06-29,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,02:31,03:40,1.15,1
d20250629-05,2025-06-29,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,04:03,04:23,0.33,1
d20250629-06,2025-06-29,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:33,07:00,1.45,1
d20250629-07,2025-06-29,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,07:00,08:11,1.18,1
d20250629-08,2025-06-29,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,09:24,09:30,0.1,1
d20250629-09,2025-06-29,Day,BWE2,A7,line,EE,CM,Trip Belt Rip,09:58,10:20,0.37,1
d20250629-10,2025-06-29,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,11:30,11:33,0.05,1
d20250629-11,2025-06-29,Day,BWE2,A1,line,CV,CM,A1 หยุดแก้ไข Carry,11:43,12:50,1.12,1
d20250629-12,2025-06-29,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,13:07,13:13,0.1,1
d20250629-13,2025-06-29,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,14:07,14:10,0.05,1
d20250629-14,2025-06-29,Day,BWE2,A3,line,CV,CM,A3 หยุดแก้ไข Carry,14:30,15:15,0.75,1
d20250629-15,2025-06-29,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,15:25,15:33,0.13,1
d20250629-16,2025-06-29,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:14,16:16,0.03,1
d20250629-17,2025-06-29,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:36,16:41,0.08,1
d20250629-18,2025-06-29,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,17:14,17:31,0.28,1
d20250629-19,2025-06-29,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,17:31,17:34,0.05,1
d20250629-20,2025-06-29,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,18:05,18:17,0.2,1
d20250629-21,2025-06-29,Day,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,18:30,19:00,0.5,1
d20250629-22,2025-06-29,Night,BWE2,A9,line,OPT,Other,ย้ายสายน้ำข้างไลน์,19:00,21:14,2.23,1
d20250629-23,2025-06-29,Night,BWE2,BWE2,machine,OPT,Other,Clear track,22:23,22:29,0.1,1
d20250629-24,2025-06-29,Night,BWE2,BWE2,machine,OPT,Other,Clear track,22:35,22:37,0.03,1
d20250629-25,2025-06-29,Night,BWE2,BWE2,machine,EE,CM,slewing Discharge Boom limit right,22:55,23:10,0.25,1
d20250629-26,2025-06-29,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,23:21,23:27,0.1,1
d20250629-27,2025-06-29,Night,BWE2,BWE2,machine,OPT,Other,Clear track,23:37,23:42,0.08,1
d20250629-28,2025-06-29,Night,BWE2,BWE2,machine,OPT,Other,Clear track,23:48,23:49,0.02,1
d20250630-01,2025-06-30,Night,BWE2,BWE2,machine,OPT,Other,ย้ายหน้าขุด,00:33,01:20,0.78,1
d20250630-02,2025-06-30,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,02:10,03:27,1.28,1
d20250630-03,2025-06-30,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:30,07:00,1.5,1
d20250630-04,2025-06-30,Day,BWE2,BWE2,machine,OPT,Other,ย้ายหน้าขุด,07:00,08:15,1.25,1
d20250630-05,2025-06-30,Day,BWE2,BWE2,machine,OPT,Other,Clear track,08:40,08:48,0.13,1
d20250630-06,2025-06-30,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,09:44,09:58,0.23,1
d20250630-07,2025-06-30,Day,BWE2,BWE2,machine,OPT,Other,แก้ไขสายน้ำ Bw3,10:15,10:39,0.4,1
d20250630-08,2025-06-30,Day,BWE2,A1,line,EE,CM,trip emer,10:55,11:22,0.45,1
d20250630-09,2025-06-30,Day,BWE2,BWE2,machine,OPT,Other,Clear track,11:48,11:55,0.12,1
d20250630-10,2025-06-30,Day,BWE2,BWE2,machine,OPT,Other,บิดแทรค,12:32,12:44,0.2,1
d20250630-11,2025-06-30,Day,BWE2,BWE2,machine,OPT,Other,ปรับระดับ track,12:48,13:14,0.43,1
d20250630-12,2025-06-30,Day,BWE2,BWE2,machine,OPT,Other,บิดแทรค,13:30,13:47,0.28,1
d20250630-13,2025-06-30,Day,BWE2,A9,line,OPT,Other,แก้ไขท่อน้ำข้างไลน์,14:30,17:33,3.05,1
d20250630-14,2025-06-30,Day,BWE2,BWE2,machine,OPT,Other,Clear track,18:15,18:25,0.17,1
d20250630-15,2025-06-30,Day,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,18:40,19:18,0.63,1
d20250630-16,2025-06-30,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,20:38,20:46,0.13,1
d20250630-17,2025-06-30,Night,BWE2,BWE2,machine,OPT,Other,Clear track,21:38,21:45,0.12,1
d20250630-18,2025-06-30,Night,BWE2,BWE2,machine,OPT,Other,Clear track,22:48,22:55,0.12,1
d20250630-19,2025-06-30,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,23:05,00:10,1.08,1
d20250701-01,2025-07-01,Day,BWE2,A1,line,CV,Shift,Shift สายพาน,07:00,19:00,12.0,1
d20250701-02,2025-07-01,Night,BWE2,A9,line,CV,Shift,Shift สายพาน,19:00,07:00,12.0,1
d20250702-01,2025-07-02,Day,BWE2,A9,line,CV,Shift,Shift สายพาน,07:00,19:00,12.0,1
d20250702-02,2025-07-02,Night,BWE2,A9,line,CV,Shift,Shift สายพาน,19:00,07:00,12.0,1
d20250703-01,2025-07-03,Day,BWE2,A9,line,CV,Shift,Shift สายพาน,07:00,19:00,12.0,1
d20250703-02,2025-07-03,Night,BWE2,A9,line,CV,Shift,Shift สายพาน,19:00,07:00,12.0,1
d20250704-01,2025-07-04,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:26,00:30,0.07,1
d20250704-02,2025-07-04,Night,BWE2,A7,line,EE,CM,Trip Belt Rip,02:38,03:08,0.5,1
d20250704-03,2025-07-04,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,04:09,04:14,0.08,1
d20250704-04,2025-07-04,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,04:39,04:46,0.12,1
d20250704-05,2025-07-04,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:35,07:00,1.42,1
d20250704-06,2025-07-04,Day,BWE2,A9,line,CV,Shift,Shift สายพาน,07:00,17:15,10.25,1
d20250704-07,2025-07-04,Night,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,19:00,19:20,0.33,1
d20250704-08,2025-07-04,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,20:30,20:35,0.08,1
d20250704-09,2025-07-04,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,22:08,22:18,0.17,1
d20250704-10,2025-07-04,Night,BWE2,BWE2,machine,OPT,Other,จัดจุดตก BW,22:40,22:45,0.08,1
d20250704-11,2025-07-04,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,23:16,00:09,0.88,1
d20250705-01,2025-07-05,Night,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,00:25,04:38,4.22,1
d20250705-02,2025-07-05,Night,BWE2,Line A,line,EE,CM,ไฟดับ,05:07,07:00,1.88,1
d20250705-03,2025-07-05,Day,BWE2,BWE2,machine,ME,CM,แก้ไขท่อสเปย์บาร์,07:00,09:24,2.4,1
d20250705-04,2025-07-05,Day,BWE2,BWE2,machine,OPT,Other,Clear track,10:31,10:33,0.03,1
d20250705-05,2025-07-05,Day,BWE2,BWE2,machine,ME,CM,แก้ไขท่อจาระบี,10:33,11:49,1.27,1
d20250705-06,2025-07-05,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,14:20,14:24,0.07,1
d20250705-07,2025-07-05,Day,BWE2,BWE2,machine,OPT,Other,Clear track,14:42,14:46,0.07,1
d20250705-08,2025-07-05,Day,BWE2,BWE2,machine,ME,CM,แก้ไข Impact,14:55,15:26,0.52,1
d20250705-09,2025-07-05,Day,BWE2,BWE2,machine,OPT,Other,ปรับระดับหน้าขุด,15:55,15:59,0.07,1
d20250705-10,2025-07-05,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:30,16:34,0.07,1
d20250705-11,2025-07-05,Day,BWE2,BWE2,machine,OPT,Other,Clear track,16:59,17:03,0.07,1
d20250705-12,2025-07-05,Day,BWE2,BWE2,machine,Uncontrol,Rain,ดูท่าทีฝน,17:15,19:00,1.75,1
d20250705-13,2025-07-05,Night,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,19:00,23:46,4.77,1
d20250706-01,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:01,00:04,0.05,1
d20250706-02,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:40,00:43,0.05,1
d20250706-03,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:04,01:07,0.05,1
d20250706-04,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:39,01:42,0.05,1
d20250706-05,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,Clear track,02:05,02:12,0.12,1
d20250706-06,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:50,02:57,0.12,1
d20250706-07,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:51,03:59,0.13,1
d20250706-08,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,04:40,04:50,0.17,1
d20250706-09,2025-07-06,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:58,07:00,1.03,1
d20250706-10,2025-07-06,Day,BWE2,Line A,line,EE,CM,ไฟดับ,07:00,08:17,1.28,1
d20250706-11,2025-07-06,Day,BWE2,Line A,line,CV,PM,PM Line A,08:17,10:47,2.5,1
d20250706-12,2025-07-06,Day,BWE2,BWE2,machine,OPT,Other,Clear track,11:05,11:07,0.03,1
d20250706-13,2025-07-06,Day,BWE2,BWE2,machine,OPT,Other,ปรับระดับ track,11:20,11:33,0.22,1
d20250706-14,2025-07-06,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,12:25,12:30,0.08,1
d20250706-15,2025-07-06,Day,BWE2,BWE2,machine,ME,CM,แก้ไข Carry,12:30,12:37,0.12,1
d20250706-16,2025-07-06,Day,BWE2,SPD.A,spreader,Uncontrol,Rain,ดูท่าทีฝน,12:50,13:02,0.2,1
d20250706-17,2025-07-06,Day,BWE2,SPD.A,spreader,Uncontrol,Rain,ดูท่าทีฝน,13:42,13:55,0.22,1
d20250706-18,2025-07-06,Day,BWE2,BWE2,machine,OPT,Other,ดินถมสาย,14:00,14:14,0.23,1
d20250706-19,2025-07-06,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,15:30,15:34,0.07,1
d20250706-20,2025-07-06,Day,BWE2,BWE2,machine,OPT,Other,Clear track,16:41,16:50,0.15,1
d20250706-21,2025-07-06,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,17:25,19:00,1.58,1
d20250706-22,2025-07-06,Night,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,19:00,19:24,0.4,1
d20250706-23,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,รอน้ำตามไลน์,19:24,20:18,0.9,1
d20250706-24,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,21:04,21:06,0.03,1
d20250706-25,2025-07-06,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,21:54,22:01,0.12,1
d20250706-26,2025-07-06,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,22:15,22:20,0.08,1
d20250706-27,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,22:25,22:27,0.03,1
d20250706-28,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,23:04,23:06,0.03,1
d20250706-29,2025-07-06,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,23:21,23:23,0.03,1
d20250707-01,2025-07-07,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:00,01:06,0.1,1
d20250707-02,2025-07-07,Night,BWE2,BWE2,machine,OPT,Other,Clear track,01:59,02:12,0.22,1
d20250707-03,2025-07-07,Night,BWE2,SPD.A,spreader,System,Other,SPD เดินอ้อมหัว,03:00,03:20,0.33,1
d20250707-04,2025-07-07,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:40,03:50,0.17,1
d20250707-05,2025-07-07,Night,BWE2,BWE2,machine,OPT,Other,Clear track,04:47,04:54,0.12,1
d20250707-06,2025-07-07,Night,BWE2,BWE2,machine,OPT,Other,Clear track,05:50,06:07,0.28,1
d20250707-07,2025-07-07,Night,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,06:35,07:00,0.42,1
d20250707-08,2025-07-07,Day,BWE2,Line A,line,CV,PM,PM Line A,07:00,17:01,10.02,1
d20250707-09,2025-07-07,Day,BWE2,BWE2,machine,OPT,Other,Clear track,17:21,17:25,0.07,1
d20250707-10,2025-07-07,Day,BWE2,A6,line,CV,CM,สายพาน Slide,17:25,18:11,0.77,1
d20250707-11,2025-07-07,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:42,19:00,0.3,1
d20250707-12,2025-07-07,Night,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,19:00,19:22,0.37,1
d20250707-13,2025-07-07,Night,BWE2,BWE2,machine,CV,CM,เคลียร์ดินอัดสายพาน Discharge,19:50,20:00,0.17,1
d20250707-14,2025-07-07,Night,BWE2,BWE2,machine,EE,CM,Misalingmen lift,20:07,21:22,1.25,1
d20250707-15,2025-07-07,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,21:55,21:59,0.07,1
d20250707-16,2025-07-07,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,22:30,22:36,0.1,1
d20250708-01,2025-07-08,Night,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,01:01,01:31,0.5,1
d20250708-02,2025-07-08,Night,BWE2,BWE2,machine,ME,CM,หยุดใส่ฝาครอบมอเตอร์เอวสลู,01:41,01:55,0.23,1
d20250708-03,2025-07-08,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,02:24,02:27,0.05,1
d20250708-04,2025-07-08,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:38,03:40,0.03,1
d20250708-05,2025-07-08,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,04:43,04:50,0.12,1
d20250708-06,2025-07-08,Night,BWE2,A9,line,EE,CM,ติด EM2 สายไฟขาด,04:50,06:13,1.38,1
d20250708-07,2025-07-08,Night,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,06:35,07:00,0.42,1
d20250708-08,2025-07-08,Day,BWE2,A7,line,EE,CM,Trip Belt Rip,07:00,07:08,0.13,1
d20250708-09,2025-07-08,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,08:00,08:16,0.27,1
d20250708-10,2025-07-08,Day,BWE2,A7,line,CV,CM,เปลี่ยน Flat Return,09:00,09:46,0.77,1
d20250708-11,2025-07-08,Day,BWE2,BWE2,machine,OPT,Other,Clear track,09:58,10:01,0.05,1
d20250708-12,2025-07-08,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,10:35,10:40,0.08,1
d20250708-13,2025-07-08,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,12:10,12:17,0.12,1
d20250708-14,2025-07-08,Day,BWE2,BWE2,machine,OPT,Other,Clear track,12:29,12:31,0.03,1
d20250708-15,2025-07-08,Day,BWE2,BWE2,machine,OPT,Other,Clear track,12:50,12:52,0.03,1
d20250708-16,2025-07-08,Day,BWE2,BWE2,machine,OPT,Other,ย้ายสาย 6.6 kv.,13:30,14:14,0.73,1
d20250708-17,2025-07-08,Day,BWE2,SPD.A,spreader,CV,Idle,SPD.A เดินอ้อม Drive Station A1,14:14,16:05,1.85,1
d20250708-18,2025-07-08,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:22,16:26,0.07,1
d20250708-19,2025-07-08,Day,BWE2,SPD.A,spreader,Uncontrol,Rain,ดูท่าทีฝน,17:17,17:50,0.55,1
d20250708-20,2025-07-08,Day,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,18:35,19:05,0.5,1
d20250708-21,2025-07-08,Night,BWE2,A2,line,EE,CM,Trip Pull Wire Right,19:16,20:22,1.1,1
d20250708-22,2025-07-08,Night,BWE2,BWE2,machine,OPT,Other,รอน้ำตามไลน์,20:25,20:32,0.12,1
d20250708-23,2025-07-08,Night,BWE2,BWE2,machine,EE,CM,Slew trip,22:08,22:11,0.05,1
d20250708-24,2025-07-08,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,22:49,22:53,0.07,1
d20250708-25,2025-07-08,Night,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,23:09,00:38,1.48,1
d20250709-01,2025-07-09,Day,BWE2,A1,line,CV,Shift,A1 Extend สายพาน,07:00,19:00,12.0,1
d20250709-02,2025-07-09,Night,BWE2,A1,line,CV,Shift,A1 Extend สายพาน,19:00,07:00,12.0,1
d20250710-01,2025-07-10,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,00:20,00:25,0.08,1
d20250710-02,2025-07-10,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:48,00:52,0.07,1
d20250710-03,2025-07-10,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:25,01:29,0.07,1
d20250710-04,2025-07-10,Night,BWE2,BWE2,machine,OPT,Other,Clear track,02:15,02:22,0.12,1
d20250710-05,2025-07-10,Night,BWE2,BWE2,machine,OPT,Other,Clear track,03:15,03:30,0.25,1
d20250710-06,2025-07-10,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,03:50,05:15,1.42,1
d20250710-07,2025-07-10,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:55,06:15,0.33,1
d20250710-08,2025-07-10,Night,BWE2,BWE2,machine,OPT,Idle,เปลี่ยนกะ,06:32,07:00,0.47,1
d20250710-09,2025-07-10,Day,BWE2,A1,line,CV,Shift,A1 Extend สายพาน,07:00,09:10,2.17,1
d20250710-10,2025-07-10,Day,BWE2,BWE2,machine,ME,CM,ตั้ง Alignment Gear Slew,09:10,14:37,5.45,1
d20250710-11,2025-07-10,Day,BWE2,A7,line,EE,CM,Trip Belt Rip,14:59,15:17,0.3,1
d20250710-12,2025-07-10,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:00,16:14,0.23,1
d20250710-13,2025-07-10,Day,BWE2,A7,line,EE,CM,Trip Belt Rip,16:26,16:50,0.4,1
d20250710-14,2025-07-10,Day,BWE2,BWE2,machine,OPT,Other,รอรถน้ำ,17:02,17:10,0.13,1
d20250710-15,2025-07-10,Day,BWE2,BWE2,machine,OPT,Other,รอรถน้ำ,17:14,19:23,2.15,1
d20250710-16,2025-07-10,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,20:20,20:25,0.08,1
d20250710-17,2025-07-10,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,20:45,20:53,0.13,1
d20250710-18,2025-07-10,Night,BWE2,BWE2,machine,OPT,Other,ย้ายหน้าขุด,21:03,22:50,1.78,1
d20250710-19,2025-07-10,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,23:47,23:52,0.08,1
d20250711-01,2025-07-11,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,00:46,00:48,0.03,1
d20250711-02,2025-07-11,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:10,01:15,0.08,1
d20250711-03,2025-07-11,Night,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,02:28,07:00,4.53,1
d20250711-04,2025-07-11,Day,BWE2,A9.1,line,CV,CM,ซ่อมร้อนสายพาน,07:00,12:30,5.5,1
d20250711-05,2025-07-11,Day,BWE2,A9,line,OPT,Other,แก้ไขท่อน้ำข้างไลน์,12:30,14:43,2.22,1
d20250711-06,2025-07-11,Day,BWE2,A9,line,CV,CM,ตัดสลิงกลางสายพาน,15:25,15:50,0.42,1
d20250711-07,2025-07-11,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:26,16:31,0.08,1
d20250711-08,2025-07-11,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,17:30,17:50,0.33,1
d20250711-09,2025-07-11,Day,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,18:00,19:00,1.0,1
d20250711-10,2025-07-11,Night,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,19:00,19:10,0.17,1
d20250711-11,2025-07-11,Night,BWE2,BWE2,machine,OPT,Other,รอรถน้ำ,19:10,19:55,0.75,1
d20250711-12,2025-07-11,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,20:56,20:59,0.05,1
d20250711-13,2025-07-11,Night,BWE2,A9,line,EE,CM,Trip Belt Rip,21:10,21:22,0.2,1
d20250711-14,2025-07-11,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,21:44,21:47,0.05,1
d20250711-15,2025-07-11,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,22:48,23:07,0.32,1
d20250711-16,2025-07-11,Night,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,23:01,23:05,0.07,1
d20250711-17,2025-07-11,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,23:29,23:35,0.1,1
d20250712-01,2025-07-12,Night,BWE2,A1,line,EE,CM,A1 แก้ไข Subport Box ไฟ 6.6 KV,00:28,01:40,1.2,1
d20250712-02,2025-07-12,Night,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,02:28,03:40,1.2,1
d20250712-03,2025-07-12,Night,BWE2,BWE2,machine,CV,CM,ตัดสลิงขอบข้างสายพาน Wheel Boom,03:40,04:06,0.43,1
d20250712-04,2025-07-12,Night,BWE2,BWE2,machine,System,Dust,หยุดฝุ่น,05:28,07:00,1.53,1
d20250712-05,2025-07-12,Day,BWE2,BWE2,machine,Uncontrol,Rain,ฝนตก,07:00,10:55,3.92,1
d20250712-06,2025-07-12,Day,BWE2,BWE2,machine,CV,Idle,โหลดไล่น้ำ,11:20,12:06,0.77,1
d20250712-07,2025-07-12,Day,BWE2,BWE2,machine,OPT,Other,รอแทรคเตอร์,12:31,12:56,0.42,1
d20250712-08,2025-07-12,Day,BWE2,BWE2,machine,OPT,Other,เคลียร์หน้างาน,13:10,13:19,0.15,1
d20250712-09,2025-07-12,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,14:15,14:20,0.08,1
d20250712-10,2025-07-12,Day,BWE2,BWE2,machine,OPT,Other,เคลียร์หน้างาน,14:38,14:44,0.1,1
d20250712-11,2025-07-12,Day,BWE2,BWE2,machine,OPT,Other,เคลียร์หน้างาน,14:56,15:00,0.07,1
d20250712-12,2025-07-12,Day,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,16:03,16:06,0.05,1
d20250712-13,2025-07-12,Day,BWE2,BWE2,machine,OPT,Other,เคลียร์หน้างาน,16:23,16:25,0.03,1
d20250712-14,2025-07-12,Day,BWE2,BWE2,machine,OPT,Other,เคลียร์หน้างาน,17:19,17:23,0.07,1
d20250712-15,2025-07-12,Day,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,17:25,17:46,0.35,1
d20250712-16,2025-07-12,Day,BWE2,BWE2,machine,CV,CM,ตัดสลิงขอบข้างสายพาน Wheel Boom,18:26,19:00,0.57,1
d20250712-17,2025-07-12,Night,BWE2,BWE2,machine,OPT,Idle,เช็คเครื่องจักร,19:00,19:14,0.23,1
d20250712-18,2025-07-12,Night,BWE2,BWE2,machine,OPT,Other,รอรถน้ำ,19:14,20:12,0.97,1
d20250712-19,2025-07-12,Night,BWE2,SPD.A,spreader,CV,CM,SPD.ตัดแต่งแผลสายพาน,20:12,20:36,0.4,1
d20250712-20,2025-07-12,Night,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,20:36,22:02,1.43,1
d20250712-21,2025-07-12,Night,BWE2,BWE2,machine,EE,CM,ติดระบบไฟฟ้า,23:38,23:46,0.13,1
d20250713-01,2025-07-13,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,01:45,01:53,0.13,1
d20250713-02,2025-07-13,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,03:15,03:20,0.08,1
d20250713-03,2025-07-13,Night,BWE2,BWE2,machine,OPT,Other,บิดแทรค,03:42,03:45,0.05,1
d20250713-04,2025-07-13,Night,BWE2,A8,line,EE,CM,Trip Belt Rip,03:45,04:16,0.52,1
d20250713-05,2025-07-13,Night,BWE2,BWE2,machine,OPT,Other,ย้าย floor ขุด,05:15,05:22,0.12,1
